Review	Star
I have dry/normal skin but it gets clogged easily and I can break out when the product is too strong or heavy, but this. I put this spray on as a part of my skin care routine and i’m moisturized for 24 hours i tell you. I kinda douse my face in this too😋 Well I haven’t been leaving the house recently cuz i’m on winter break but from what I can tell this thing lasts on my face for ages. And aside from that, the glow LASTS😟 (like, after using it for two days, even if I don’t just newly spray the product on, I’m still glowing like mad) and my pores? GONE. My whiteheads are dissapearing too??? I don’t know what this company put in this thing but I haven’t broken out, i’m glowing even without it, and my complexion just got so much more even and more vibrant. Idk what that white truffle does but all ik is that I’d eat it bc I love mushrooms.But anyways, I bought it twice bc it was on sale and it’s the greatest product I’ve ever bought. It smells and looks expensive but it’s not all for show. You don’t need that dior tatcha chanel whatever kinda luxury brands. D’alba, although i’ve never heard of it before, is my new favorite brand.I was rlly looking for a new serum since I just started this whole korean skin care thing and I didn’t have one, but all the other ones on here just looked kinda boring/not effective according to the reviews or were too expensive. While you can, and if you have a similar skin type to mine, you should get it while it’s on sale.	5
Muy bueno	5
Absorbs into the skin nicely. Not heavy on skin.	5
Love that the product is delivered through a pump spray.  So easy to use.  Great to use before applying moisturizer to lock in moisture to the skin.	5
The quality of the packaging is absolutely amazing. The feel is heavy, luxury, and it feels good on my face. The weight is nice in your hand. And ease of use is absolutely amazing as well, you don't have to fight to get it to spray.	5
This spray serum is the best! I love it it’s the perfect amount of serum and hydration.	5
Love it!!  It hydrate me the whole day without feeling greasy and it smell do good!	5
me encanta este producto se me acaba y lo vuelvo a comprar	5
Fantastic!	5
Smells beautiful, feels beautiful and refreshing, looks beautiful!! High quality product.	5
Me encanto! Siento la piel super hidratada😍	5
Makes my skin soft hydrated and glowy. Will definitely make mention of this in my upcoming YouTube channel and social media platforms	5
I love this spray! I’m a guy that requires a bit of extra moisturizing on my face, so I spray a few spritz after applying my facial cream, it makes a nice natural looking sheen and I love it! Plus the smell is not too strong or girly. Highly recommend.	5
Me lo pongo después de lavar la cara y me deja bien fresca.	5
This was a pleasant surprise, especially used in conjunction with the serum and dual cream. It keeps my face feeling supple throughout the day and given me more 'good skin days' to go foundation-free. Will definitely repurchase.	5
I experienced a noticeable difference using this regularly on my skin.  I will continue to purchase this. It's not oily or greasy. It feels nourishing and light.	5
Doesn’t have odor it’s fabulous, leave your skins glowing! I love it. I’m going to order again.	5
No dislikes at all!!!	5
Me encantó el producto no esperaba menos tiene un olor exquisito y no se siente pesado en el rostro me gustó mucho sin duda lo compraría de nuevo	5
I bought this after I saw a Korean mom and daughter speak about it on TikTok. Needless to say I’m obsessed. It has made my skin look glowy and healthy, it also has a really nice smell to it, it calms me.	5
This was recommended by “ PAINTED BY SPENCER” on YOU TUBE.  I love watching his makeup tutorials.I have oily skin.  I shake the bottle and spray it as a setting spray.  Makeup stays on all day.  Love it does not make my face oily gives a nice subtle glow - I feel it’s just the right amount glow.  Does not make me break out.	5
Deja un rico aroma y hidrata	5
It’s work very well I recommend it 🥰🥰🥰🥰 great product	5
This really melts your makeup together as setting spray but leaves you face looking flawless and dewy not in a sweaty way. I also apply before makeup and it’s hydrating to the skin. It’s worth it. I don’t regret the impulse purchase	5
I was not expecting to like this product as much as I do. The mist is fine, not overly wet or greasy. Smells nice and perfumy. Good size, great value	5
"Edit 2/13/24: After two weeks of use, I wanted to update my review. I did find that if I use this too much or too often it will start irritating my skin a little bit (as in I get minor breakouts). I am more acne prone, and do tend to break out slightly when using anything with niacinamide in them or even certain facial oils, but not too much. The effects of this spray is still really great in terms of hydrating and making skin look more plump and glowy. So I've found ways to work this into my routine that I found works for me:-using only *one* spray on each side of the face-not using this as my very first step, but after a hydrating serum to give it a little buffer-using this only 2-3x a week spaced out - as another reviewer here said, the glow does seem to last longer than a day even after I wash my face, so I use that to my advantage and space out my usage. if I see the glow fading (usually after two or three days for me) or I look particularly dry, I spray upAll in all, I like the effects of this serum. While I don't know if I can use it everyday I will continue to find ways to use it, especially since it looks awesome as a setting spray after makeup - really smooths and softens everything out while giving a nice dewy glow.I did change my review from the original 5 to 4 stars for minor irritation factor.-------------------------------------------------------------------------------------------Okay, so wow. I did have high hopes for this spray, and so far, it does not disappoint. I sprayed it on half my face as a first step after cleansing this morning, and I must say, the side that I sprayed, my face is way more plump, supple, glowy and vibrant, and because of this, even looks more youthful. The sprayed side is definitely hydrated in the way that it looks *and* feels. Yes, I can even move my face more freely because it's so well-hydrated as opposed to the side that I didn't spray. The non-sprayed side is definitely more drier from my mineral sunscreen and I can feel the dryness when I move my face and talk. I have dry to combo sensitive skin, and this has not irritated my skin thus far. I was more than anything wondering if it would clog pores but I think the niacinamide works well with the oils so that that doesn't happen. Something about the way this is formulated, it's well-put together so everything works really well for the intended effect. One thing I will say - it does have a strong smell. When I first sprayed it I thought it smelled so strong, but so familiar. And then I realized, ""So this is what I must've been smelling on those flights to Korea."" I vaguely remember on my trips to Korea, the planes having a faint wisp of this scent. It really just reminds me of Korea when I visited, and now I know why. A lot of people probably were using this spray and for good reason. And, for the amazing effect, I'm willing to live with the fragrance. Overall, loving this spray."	4
Wanted to love this product. Been researching more on Korean skincare and this came up and has high ratings however I used for about two weeks before and after applying my makeup. Now I’m a dry face girly and I saw this product on a YouTube “products for dry skin” it smells amazing!!! I wanted to love it but it did not moisturize or leave my skin dewy or feeling refreshed. I unfortunately would not recommend for dry skin or if you think this is going to be “glass” skin like	4
Para mi buen producto lo compraría nuevamente	4
I recently tried d'Alba Italian White Truffle First Spray Serum, and while I appreciate its luxurious feel and the hype surrounding it, I found it to be less hydrating than I expected. The serum has a pleasant scent and a refreshing mist that feels nice on the skin. However, I was hoping for more intense hydration, especially given its reputation among flight attendants. It’s a good product, but if you need deep moisture, you might need to layer it with other products.	4
Love this product very moisturizing light, use it more than once a day..  on autoship and I am fussy!!	4
El producto es bueno pero esperaba tener una sensacion de mayor hidratacion. Buena opcion precio calidad.	4
I only knew about this bc of BTS. Having been curious, I found it here and I like how it feels and the quality is good and smells great.  The ease of use fits into my skin care routine.  Having said (written) that I hope this product is not sold out.	4
The spray bottle is excellent in producing fine mist. I used it only once. My skin felt pretty smooth after it dried out. But I had to give it away since the fragrance is quite strong and started to give me a headache. Such a pity--it is probably a great product for people who don't mind the fragrance.	4
Lo he utilizado 4 veces y no veo un efecto glow como el que ofrecen e RRSS. Quizá a largo plazo funcione muy bien. Huele bien, no espectacular	4
Very good product	4
It keeps my skin nice and glossy but it gives me acne	4
Love this serum mist!! The hype is real. I love how it smells like expensive skincare. Not a strong scent though. Very fine mist and leaves your face nice and glowy, especially for dry skin like me I love this! Will be repurchasing	4
it’s smell good but not over power, my skin doesn’t react to the smell. it doesn’t really do what it said, I barely see any hydration. 7/10.	4
It’s quite expensive for refreshing spray but fortunately, it’s more than that. I use it before and after make up for moisture and glowy	4
I bought this product ans it keeps my face smooth. The smell it is a bit strong but not much I usually put a towel so I don't get itvon my clothes when I spray it.	4
I like it so much I bought it in a travel size too, so I don’t have to be without it! It makes my skin feel more moisturized, and I like the experience of a spray in the summertime, it’s cooling and lightweight. The sprayer is a fine mist too.	4
Ami  NO me gustó	4
Creo que me deja la piel más grasosa que lo normal pero en general soy de piel grasa	4
Smell fresh. I spray on last after I put my powder & blush to eliminate dryness from cosmetic powder. It gives a smooth dewy look. Doesn't feel greasy, it gives a light dewy shine w light spritz.	4
This is a lovely hydrating mist/serum. It's fantastic for mature skin and if you can get it on sale go for it! My only issue is that it is scented, I have sensitive rosacea skin so I prefer a fragrance free product for my face. If you don't mind fragrance on your face, treat yourself.	4
Well, in the last few days I have seen some results, I recommend it to	4
First noticed that the scent was very strong but I think I'm getting used to it.  My bottle had very little oil at the top compared to the ones advertised.  The oil was what was important to me, that's why I bought it in the first place.  I wanted that shiny glow look.  It took almost two weeks to get probably because it was at a special price.  Will update my review after I've used it for a week or two.  I want to give it a fair rating after that.	4
It makes your makeup look amazing. However, I have somewhat sensitive skin, and I found that it causes breakouts.	4
Help moisturizing the skin before makeup	4
Eh its alright it works well to melt makeup into ur skin but its not like the best thing in the world. kinda mid, but does make u glowy for a little bit	4
I’m very cautious about what I use on my skin, because it is prone to acting up. I’ve been using this for about a week or two now and I think it’s safe to say it’s not causing any issues - or is doing more good than bad. I use it before applying makeup, and after I wash my face. It feels and looks luxurious, and I want to say it’s helped to clear my face up. Only time will tell! Will update review to 5 stars if all continues well.	4
Product gives the perfect glow!	4
I like spraying it right after my toner or if I don’t have a toner next to me that’s the first thing I put. I like the feel of it. It’s light weight and moisture my face right away. I have a combo skin and I still have to put a crème on after this spray but overall, I like the feel of it.	4
I like it alot im just not seeing results. Feels super luxury but still TBD if I would repurchase it	4
Love this serum as a daily go to for my skincare routine. Nothing super special besides it hydrates beautifully. Gets the job done without causing breakouts.	4
My wife has very sensitive skin and is able to use it without a problem. If my wife likes it then I like it. Worth the cost. Will purchase again.	4
Love the spray serum, smells good too👍	4
This is my second tone purchasing this item , love how it gives me a glow	4
Nice scent ,nice mist not irritating	4
I have to say I do like the truffle spray , it leaves your face feeling soft and refreshed, with a hint of a glow. I will say is I didn’t like after I fixed my hair then used the spray,it sprayed on my hair as well making it unmanageable to work with it was to soft after that. So the next time I used it, I put a head band on, so it didn’t spray into my hair. Other than that little issue , I love it !	4
I didn’t notice much of a glow in my skin after using this product, as was promised. I did notice my skin softer to the touch and the texture seemed to even out, but I do use a few other skin care products so it could be from those. If you are expecting drastic results in a few days, you will be disappointed. Giving it a generous 4 stars because I don’t hate it. Probably would buy again. Smells kind of weird but doesn’t linger after absorbing.	4
Very nice scent but it looked like it was partially used? Like it wasn’t filled to the top, it looked like it had been used ?	4
This spray is like silk. It feels great on the skin. It has a rose scent. I am on the fence if it’s a purchase more than once product- but I do like it.	4
I use this when I need a great refresher I am trying different products at the moment it works well but I’m not going to determine this as great.	4
Tiene un aroma delicioso y me gusta los resultados	4
first time using it, I liked it, don't know if I would repurchase just because it's nothing special but I did like it	4
I have two bottles. My skin feels dry during winter, but during warmer weather, it works much better.	4
This product is wonderful at giving a quick boost of hydration, moisture, and GLOW. You can put this on right after cleansing, in between skincare steps, or even as a finishing spray for makeup to add extra glow.Make sure to shake before use as it’s a biphase formula. The sprayer itself is nice and dispersed the mist evenly and lightly, no random splotches of product shooting into your eye or anything like that. The scent is kind of floral-like, it’s not super strong but if you dislike fragrance maybe avoid this one.Overall not a must buy, but a nice to have if you’re looking for a quick hydration / glow, especially with makeup. Otherwise this doesn’t do anything that a hydrating toner/essence, or dewy setting spray wouldn’t do. Id recommend buying this on sale, personally don’t think it’s worth the full price!	4
I love anything in a mist pretty much. This was super easy to use. My skin felt super hydrated.	4
My skin feels so hydrated and looks glowy after spraying this on my face. I love using it on every step of my skincare and makeup routine because the result is so much better!One thing i was a little concerned about is the directions say that it's recommended not to breathe it in. I'm only concerned in the fact that it might* have ingredients that may not be so good for us but that will require more research.Other than that, really love this spray, and it does what it claims.	4
Slight oil to nicely moisturize with other serums. The aroma is slightly too strong,  but it evaporates immediately.	4
Pensé que daba más brillo en la piel no me gusta mucho no se nota como vi en anuncios no lo volveré a comprar	4
An extra glowing product for make up	4
I’m not sure if I purchased the wrong thing but I don’t see a lot of yellow stuff at the top of my bottle.	4
I love the smell and it give you glow, this is my skin after I woke up but I've been using it for a month now. I don't know if it does something on my skin though. It's nice as a make up prep spray. Your foundation will blend well on skin and reduce cakeyness.	4
I definitely got swayed by the raving reviews. Looks nice on the skin for a few minutes but then it makes no noticeable difference. Instead, my skin seems to react negatively to it, possibly due to the fragrance. It feels like only half of what sprays out actually lands on the skin and then instead of sinking in, the oils just sits there and the rest evaporates. It’s a bummer because it was a splurge item for me and it disappoints every time I use it.Edit: I was able to give to someone who loves it! This brand also has excellent customer service.	4
Not sure if it benefits my skin much yet but I will say it’s refreshing , has a light scent and is satisfying to spray on	4
Leaves my skin glowing, feels a slight bit sticky after but nothing overbearing or gross feeling.	4
Hidrata con un brillo y un aroma únicos. Es genial, la volvería a comprar	4
A nice light mist that seems to provide enough moisture without being overly greasy. Would buy it again.	4
Work great but the scents are a little strong for me but it go away after a while after I spray it on	4
Tu piel cambia , a mejor , y dura el dia completo no se retira ❤️	4
"I was looking forward to more ""glow"", but it suffices. It's a notch up from the rose water I've used."	4
Just ordered 2nd bottle. Got recommended by cousin and bought to try. It smells nice and absorbed very quickly. Just have to close eyes while spraying otherwise it stings pretty badly.	4
I use this serum before make up like toner and after make up like setting spray. It make my face shiny and more moisture. I voted 4 star, because 2 or 3 days first, I have a little irritation, it isn’t burning, just itchy some spots. It look good now.	4
The reviews on this would make one think that it’s some sort of miracle spray. It’s not. I mean, it’s fine but I prefer my stuff from The Ordinary way better. Wouldn’t buy again but it’s ok!!	4
Para darle luminosidad a la cara	4
It’s a good and pleasant product. Is it going to transform your skin? No. I use it instead of a toner or essence. Smells amazing though	4
The media could not be loaded.Nice glow, great sprayer, but you can feel it on the skin. Not greasy at all, sticky yes!Leaves a film, not hydrating but glowy.	4
It leaves the skin with an amazing idol-like glow but the smell although is nice it’s pretty strong. I haven’t feel or notice any skincare benefit from it. It’s a nice finish product if you’re willing to spend, but totally unnecessary.	4
This product gives a real pretty glow. I spray before bed and it last all night.	4
Works good.	4
Moisturize my skin! Love it!	4
I love this serum. Just wish it sprayed more like a gentle mist, instead my nozzle spits the serum at me. lol.	4
This product will make your skin glow and will make your face looks fresh.	4
I like the serum it does give me a glow. On my second bottle	4
The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Play VideoPlayMuteCurrent Time0:00/Duration0:26Loaded:23.10%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:261xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Only thing is you need to shake it because the ingredients separate when not used. Did not irritate my skin and felt hydrated	4
I tried out this serum for the first time over my foundation-it wasn’t sticky or heavy at all and felt very cool against my skin! It settled nicely into my skin, felt very hydrating and gave me a little extra glow!	4
it has a nice smell and does feel pretty moisturizing but yeah idk its cute or whatever	4
The media could not be loaded.Didn’t like the appeal of oil seats on top	4
Definitely hydrating. I took off 1 star as I found the scent pretty strong. Looking forward to seeing the long term results. Already recommended to one friend.	4
good	4
I love how convenient this product.Gives me instant glow and hydrates my skin. I thought its gonna have like a truffle smell but I’m surprised it has a great mild scent. I also like that is a mist spray.	4
I love this product and it made my skin radiant and shiny. However the scent is very strong and make me headache. Is there a same product but without any scent? Thanks	4
This was really hydrating. I thought it was going to be more oily but I was pleasantly surprised. It’s very lightweight. I felt fine using it during the summer months and under makeup. I use this all day!	4
Firstly I loved the smell of the mist, it can’t completely moisturise the skin but works well under your moisturiser.	4
Hydrating!!!  Feels good on the skin and makes you glowy!!	4
Makes my skin very glowy!But the smell is the only thing that’s making me not want to use it…I’m pretty sensitive to scent and was hoping the smell will go away overtime but it stay for a while.	4
Thank you it’s very nice.	4
It took a while then my husband said you smell like roses	4
I like this product bc luminate and glows skin. But, not to much hydration for mature skin.	4
Light and refreshing	4
d'Alba is good not as excellent as it was made out to be but good none the less.	4
I was presenting the incorrect information!  It was not this bottle!  Love it… my apologies!	4
"It smells nicely. It gives some very light moisture on my skin. But I am not sure what benefit this product has really. Most of the times my skin gets those small red speckles, like irritation after every use. So instead I've been using it as a body spray once in a while, as it does smells nice and refreshing.Because the ""oil"" or whatever yellow substance is, separates from the white transparent liquid, you have to shake it well before using it.I do like how this serum gave my skin a nice burst of moisture without feeling greasy or heavy. It is lightweight, and I make sure the mist distributes throughout my face so I'm sure to not miss a spot. I use this when I'm at home and spraying this on my face, several times throughout the day as needed.The only thing that must be causing an allergy on my face is that it has added scent and my skin is quiet sensitive lately to everything that has perfume or scents.I'd recommend it. Yes. You'll enjoy it"	4
Me encantó el producto porque deja glow en el rostro pero no te go muy claro si usarlo luego del skin care y luego del maquillaje o antes. Si alguien sabe ❤️	4
The media could not be loaded.Si te gusta bastante el glow, es el adecuado, para mi me deja muy brillante, sella el maquillaje sin estropearlo. Recomendado	4
I like the convenience of a spray serum, and it does what it says to add glow. I used it o er make up as a setting spray snd to lessen the look of my powder. It is impossible to keep froSpraying on your lips, and it tastes gross like licking a bar of soap.	4
I honestly like it. But it’s false advertisement. Says made in Italy. Then on the back everything is in Chinese writing and says made in China. So who even knows what ingredients are in this	4
Thanks 🙏	4
If you’re looking for a lightweight mist/primer, this will be for you. The scent is not overwelming. Not greasy at all.	4
I like the glow it gives your face. Very light but refreshing and hydrating.	4
Great product!	4
I feel like this product is just okay. I wouldnt buy this for the full 35 dollars, i feel like thats not worth it. I bought it when it was 50% off btw. The scent is okay but im usuallt not into fragrance in skincare	4
EDIT: The company contacted me after seeing my 3-star review and offered a refund cause I wasn’t satisfied. Adding an extra star for great customer service.REVIEW: .Since I got into Korean skincare I was curious about this highly recommended mist. I finally decided to spend the money and see what’s it’s all about. Waited until fall when my skin started getting a bit dry during the day, and tried this one instead of applying an additional layer of moisturizer in the afternoon  when needed. Well, it definitely adds a glow like it promises, but you have to spray more than suggested to achieve that moisturized level, at least for me. Plus the smell when sprayed  is  not pleasant, and keep your lips tightly closed cause the taste is awful as well. I used it 3-4 times and I can tell it won’t last long seeing how much I have to use in one go. So, once I finish, I’ll go back to using a lotion during the day when skin feels dry. Maybe its main purpose is for the plane rides like it originally started in Korea, who knows. Overall, nice luxury product, but not really needed.	4
NOT eczema prone/dry/sensitive skin.Casually using this for about a year and recently started incorporating it more into my skincare routine. I noticed the high points on my cheeks (my usual eczema flareups) becoming extremely dry. For months i’ve wondered how my skin could feel so hydrated yet have such dry parches. Tried everything - bought new moisturizers, cleansers, etc  It wasnt until i took this product out of my routine that i soon realized it to be the culprit of an eczema reaction. Within 24 hours the scaling skin on my face was gone. I will continue to this on my neck and chest as those areas seem to handle it well but definitely not for the face anymore which is unfortunate because it does give that “glow from within” without feeling greasy.  perhaps this may be best suited for those who lean more oily skin type.	3
I tried this spray several times and each time it felt like little sharp pins going into my skin.  I was very surprised as it did not hurt but it was unpleasant.  About 1/2 hour later I had a rash on my chest and neck. I had my daughter try this and she had not issues. Will be giving it to her.  I was really surprised about this because the reviews for this product are great! I downloaded the OnSkin app and the d'Alba Italian White Truffle First Spray Serum rates 59/100. For my skin it has a moderate chance of clogging my pores. There are 4 ingredients in this product that are known allergens: Hexyl cinnamal, Limonene, Linalool, and Citronellol.  I must be allergic to one of these ingredients but needless to say, I was excited about this product because of all the rave reviews but I will not be purchasing this again.	3
This product burns! I shaked it before I used it and closed my eyes when spraying, but it still got into my eyes. That burns! And then I felt a little itchy on the cheek area, so I ended up returning it. I think it's way too harsh on my skin.	3
I love face mists so I decided to try this one out considering it’s a number one seller on Amazon and honestly I am just not really impressed with this product and it is not making it into my standard skincare rotation. I’ll admit it has a nice fine mist and I don’t think there is actually anything wrong with it, it just doesn’t compete against what I am already using or add anything to my skincare routine.I’ve ended up keeping it my gym bag, along with another serum mist, to be apart of my post workout skincare to hold me over from when I wash my face at the gym until I get home	3
Not sure about this. It's nice when I spray in on my face, feels goods, smells nice but, as soon as it dries I notice mlno difference. I'll keep using the bottle but I won't reorder. I need see improvements to keep buying stuff like this.	3
